wikipedia_title,wikidata_id,party_raw,party_group
William J. Scott (Illinois politician),Q18612421,Republican Party,Republican
William J. Sears,Q1612756,Democratic Party,Democrat
William J. Sewell,Q6173660,Republican Party,Republican
William J. Shea,Q97143944,,Other
William J. Sinon,Q136721451,,Other
William J. Smith (Maryland politician),Q120189172,Republican Party,Republican
William J. Stewart (Pennsylvania politician),Q8013345,Democratic Party,Democrat
William J. Stone,Q884118,Democratic Party,Democrat
William J. Stratton,Q18716062,Republican Party,Republican
William J. Street,Q16859138,,Other
William J. Sweeney (Wisconsin politician),Q21258144,Democratic Party,Democrat
William J. Taylor,Q27662551,Democratic Party,Democrat
William J. Thornton,Q98549610,Republican Party,Republican
William J. Tully,Q8013356,Republican Party,Republican
William J. Van Patten,Q8013358,Republican Party,Republican
William J. Wallace (Indianapolis mayor),Q8013361,Republican Party,Republican
William J. Wertz,Q99472464,,Other
William J. White (politician),Q2579478,Republican Party,Republican
William J. Winchester,Q113149493,Republican Party,Republican
William J. Wivell,Q58836731,Republican Party,Republican
William J. Wynn,Q2579475,Democratic Party,Democrat
William J. Youngs,Q105103751,Republican Party,Republican
William Jack (U.S. politician),Q8013383,Democratic Party,Democrat
"William Jackson (Massachusetts politician, born 1783)",Q2579480,Anti-Masonic Party,Other
"William Jackson (Saugus, Massachusetts)",Q16995274,,Other
William Jackson Brack,Q8013402,,Other
William Jackson Creel,Q8013403,Democratic Party,Democrat
William Jackson Crump,Q75758494,Democratic Party,Democrat
William Jackson Worthington,Q15715136,Republican Party,Republican
William James Bryan,Q1736644,Democratic Party,Democrat
William James Campbell,Q17515356,Republican Party,Republican
William James Connell,Q2579503,Republican Party,Republican
William James Fitzgerald (Kansas politician),Q15854670,Republican Party,Republican
William James Gault,Q125371980,,Other
William James Jameson,Q8013465,,Other
William James Wallace,Q8013498,Republican Party,Republican
William James Willing,Q122766938,,Other
William Jay Gaynor,Q2544704,Democratic Party,Democrat
William Jay Smith (Tennessee politician),Q2579511,Republican Party,Republican
William Jayne,Q1576708,Republican Party,Republican
William Jefferies Jr.,Q16058696,,Other
William Jefferson (politician),Q983443,Democratic Party,Democrat
William Jefferson Blythe Jr.,Q4112404,,Other
William Jefferson Hunsaker,Q8013528,Republican Party,Republican
William Jennings (mayor),Q8013548,,Other
William Jennings Bryan,Q205282,Democratic Party,Democrat
William Jennings Bryan Dorn,Q1477716,Democratic Party,Democrat
William Jewell (educator),Q8013576,,Other
William Joel Blass,Q16019305,,Other
William John Cooper,Q8013606,Republican Party,Republican
William John Maxwell,Q8013650,,Other
William John McCoy,Q16059796,Democratic Party,Democrat
William John Wunderlich,Q134686801,,Other
William Johnson (New Hampshire judge),Q116692712,,Other
William Johnson (judge),Q1427073,Democratic-Republican Party,Democrat
"William Johnson (politician, born 1821)",Q8013679,Democratic Party,Democrat
William Johnson Stone,Q1670203,Democratic Party,Democrat
William Johnston (congressman),Q8013701,Democratic Party,Democrat
William Johnston (judge),Q8013702,Whig Party,Other
William Johnston Dawson,Q2579535,,Other
William Jones (Wisconsin politician),Q16008223,Republican Party,Republican
William Jones (governor),Q438346,Federalist Party,Other
William Jones (statesman),Q926113,Democratic-Republican Party,Democrat
William Joseph Hynes,Q2579553,Democratic Party,Democrat
William Joseph Lynch,Q8013776,Democratic Party,Democrat
William Joseph Simmons,Q983330,,Other
William Josiah MacDonald,Q913176,,Other
William Journey,Q18217473,Democratic Party,Democrat
William Joyce,Q76532,British Union of Fascists,Other
William K. Barlow,Q8013816,Democratic Party,Democrat
William K. Boardman,Q8013817,Republican Party,Republican
William K. Bond,Q8013818,,Other
William K. Clowney,Q2579556,Nullifier Party,Other
William K. Dickey,Q8013821,Republican Party,Republican
William K. Fuller,Q13219107,Democratic Party,Democrat
William K. Greenlee,Q8013828,Democratic Party,Democrat
William K. Meade,Q16856617,Democratic Party,Democrat
William K. Sebastian,Q433902,Democratic Party,Democrat
William K. Wilson,Q8013848,Democratic Party,Democrat
William Karlin,Q15995916,,Other
William Kasik,Q8013857,Republican Party,Republican
William Kassebaum,Q16194630,Republican Party,Republican
William Kavanaugh Oldham,Q509112,Democratic Party,Democrat
William Kaye,Q8013863,,Other
William Kehoe,Q16206095,Republican Party,Republican
William Keith (Louisiana politician),Q126126566,,Other
William Kellogg (Illinois politician),Q4588784,Republican Party,Republican
William Kelly (Alabama politician),Q979510,Democratic-Republican Party,Democrat
William Kelly (New York state senator),Q8013899,Democratic Party,Democrat
William Kennedy (Connecticut politician),Q2579587,Democratic Party,Democrat
William Kennedy (Montana politician),Q18153961,Republican Party,Republican
William Kennedy (New Jersey politician),Q8013928,Democratic-Republican Party,Democrat
William Kennedy (New York politician),Q104859609,Republican Party,Republican
William Kennedy (North Carolina politician),Q266861,,Other
William Kennedy (Wisconsin politician),Q16043519,Democratic Party,Democrat
William Kennon Jr.,Q8013940,Democratic Party,Democrat
William Kennon Sr.,Q8013943,Republican Party,Republican
William Kent (American politician),Q1758991,Republican Party,Republican
William Kerr (mayor),Q8013974,,Other
William Ketcham,Q106221720,,Other
William Ketchum (mayor),Q8013983,Whig Party,Other
William Kettner,Q2542040,Democratic Party,Democrat
William Kimmel,Q1027376,Democratic Party,Democrat
William King (Maine governor),Q541787,Democratic-Republican Party,Democrat
William Kinney (Illinois politician),Q15638670,Democratic Party,Democrat
William Kirkpatrick (New York politician),Q2913366,,Other
William Kirnan,Q15997659,Democratic Party,Democrat
William Klingaman,Q8014068,Republican Party,Republican
William Knight (Wisconsin politician),Q16198657,Republican Party,Republican
William Knight Potter,Q21069560,Democratic Party,Democrat
William Knowland,Q5915564,Republican Party,Republican
William Koepsel,Q16066546,Republican Party,Republican
William Konopnicki,Q17579853,,Other
William Kopp (Ohio politician),Q8014109,Democratic Party,Democrat
William Kosciusko Zewadski,Q106920077,,Other
William Kretschmar,Q18201748,Republican Party,Republican
William Kuykendall,Q124473459,Republican Party,Republican
William L. Andrews,Q16025093,Democratic Party,Democrat
William L. Armstrong,Q744037,Republican Party,Republican
William L. Baird,Q8014134,Republican Party,Republican
William L. Ball,Q1363233,Republican Party,Republican
William L. Banning,Q111227390,,Other
William L. Beers,Q64006191,Republican Party,Republican
William L. Blaser,Q63182286,Republican Party,Republican
William L. Brandon,Q2579731,,Other
William L. Brent,Q1790499,,Other
William L. Brown (politician),Q8014141,Democratic Party,Democrat
William L. Burns,Q57778839,Republican Party,Republican
William L. Clayton,Q860257,Democratic Party,Democrat
William L. Copeland,Q105199655,Republican Party,Republican
William L. Dawson (politician),Q2546135,Republican Party,Republican
William L. Dayton,Q331182,Republican Party,Republican
William L. Dickinson,Q254490,Republican Party,Republican
William L. Donaldson,Q111476482,Republican Party,Republican
William L. Ewing,Q8014163,Republican Party,Republican
William L. Fiesinger,Q8014165,Democratic Party,Democrat
William L. Forwood,Q117357735,,Other
William L. Gibson,Q130506357,Republican Party,Republican
William L. Goggin,Q580660,Whig Party,Other
William L. Greenly,Q883241,Democratic Party,Democrat
William L. Guy,Q367322,Democratic Party,Democrat
William L. Hadden,Q5781446,Republican Party,Republican
William L. Harding,Q1564917,Republican Party,Republican
William L. Harris,Q42405586,Democratic Party,Democrat
William L. Higgins,Q2579621,Republican Party,Republican
William L. Hungate,Q2579628,Democratic Party,Democrat
William L. Igoe,Q2579629,Democratic Party,Democrat
William L. Lanier,Q120999727,Democratic Party,Democrat
William L. Love,Q16066777,Democratic Party,Democrat
William L. Lyons,Q8014186,,Other
William L. Mallory Sr.,Q8014189,Democratic Party,Democrat
William L. Marcy,Q389258,Democratic Party,Democrat
William L. Mathues,Q8014190,Republican Party,Republican
William L. Mauldin,Q17327027,Democratic Party,Democrat
William L. May,Q1561630,Democratic Party,Democrat
William L. McMillen,Q8014192,Republican Party,Republican
William L. Moore (Virginia politician),Q16030895,Republican Party,Republican
William L. Nelson (politician),Q1693378,Democratic Party,Democrat
William L. O'Brien,Q7049032,Republican Party,Republican
William L. Ogg,Q8014200,Democratic Party,Democrat
William L. Ormrod,Q16037852,Republican Party,Republican
William L. Owen,Q113123864,,Other
William L. Peeples,Q123550511,Democratic Party,Democrat
William L. Pfeiffer,Q8014202,Republican Party,Republican
William L. Proctor,Q8014205,Republican Party,Republican
William L. Reed (politician),Q105555949,Republican Party,Republican
William L. Richards,Q16067011,Republican Party,Republican
William L. Saltonstall,Q8014209,Republican Party,Republican
William L. Saunders,Q16980642,Democratic Party,Democrat
William L. Scholes,Q16933500,Democratic Party,Democrat
William L. Scott,Q6326026,Republican Party,Republican
William L. Sharkey,Q1346303,Whig Party,Other
William L. Smith (barber),Q8014214,,Other
William L. Springer,Q8014215,Republican Party,Republican
William L. Stark,Q2579701,People's Party,Other
William L. Storrs,Q2579639,,Other
William L. Stoughton,Q2579642,Republican Party,Republican
William L. Sweet,Q8014219,Republican Party,Republican
William L. Terry,Q788199,Democratic Party,Democrat
William L. Thornton,Q8014224,Republican Party,Republican
William L. Tierney,Q476893,Democratic Party,Democrat
William L. Utley,Q8014225,Republican Party,Republican
William L. Wainwright,Q8014230,Democratic Party,Democrat
William L. Walker Jr.,Q124023515,,Other
William L. Ward,Q3539740,Republican Party,Republican
William L. Webber,Q79494599,Democratic Party,Democrat
William L. Yancey,Q645216,Democratic Party,Democrat
William La Follette,Q1737548,Republican Party,Republican
William LaFave,Q123264966,Republican Party,Republican
William LaMure,Q111207700,Democratic Party,Democrat
William Lacy Carter,Q28534238,Republican Party,Republican
William Lafayette Strong,Q8014245,Republican Party,Republican
William Laimbeer Jr.,Q107427333,,Other
William Laird III,Q2580324,Democratic Party,Democrat
William Laird IV,Q16731170,Democratic Party,Democrat
William Lamberth,Q16216637,Republican Party,Republican
William Lander,Q8014285,Democratic Party,Democrat
William Landergan,Q8014286,Democratic Party,Democrat
William Langer,Q370780,Republican Party,Republican
William Langer (Wisconsin politician),Q22018826,Republican Party,Republican
William Lantigua,Q8014318,Democratic Party,Democrat
William Larimer Jr.,Q3568772,,Other
William Larrabee (Indiana politician),Q2579671,Democratic Party,Democrat
William Larrabee (Iowa politician),Q1747292,Republican Party,Republican
William Larrabee Jr.,Q116932308,Republican Party,Republican
William Lathrop (politician),Q8014331,Republican Party,Republican
William Lattimore,Q2579673,,Other
William Laurino,Q23020313,Democratic Party,Democrat
William Laury Greene,Q2579683,People's Party,Other
William Lawler (farmer-politician),Q107369664,Democratic Party,Democrat
William Lawrence (Kentucky politician),Q110982275,Republican Party,Republican
William Lawrence (Ohio Democrat),Q13219439,Democratic Party,Democrat
William Lawrence (Ohio Republican),Q10913034,Republican Party,Republican
William Lawrence Hoskins,Q22018701,Democratic Party,Democrat
William Lawrence Scott,Q1410929,Democratic Party,Democrat
William LeBaron Putnam,Q8014383,Democratic Party,Democrat
William Lee (American judge),Q107027815,,Other
William Lee (diplomat),Q4141283,,Other
William Lee Ball,Q2579712,,Other
William Lee D. Ewing,Q734659,Democratic Party,Democrat
William Lee Knous,Q884349,Democratic Party,Democrat
William Lee Rayborn,Q107199924,,Other
William Leffingwell (Iowa politician),Q137640784,,Other
William Leffingwell (New York politician),Q137644813,,Other
William Lehman (Florida politician),Q2577215,Democratic Party,Democrat
William Leighton Carss,Q1513077,Democratic Party,Democrat
William Lemke,Q377233,Republican Party,Republican
William Lenoir (general),Q8014479,,Other
William Lentz,Q16008237,Republican Party,Republican
William Leroy LaFollette Jr.,Q8014501,,Other
William Leslie Noyes,Q97574725,Republican Party,Republican
William Lewis (Kentucky politician),Q1752123,Republican Party,Republican
William Lewis (New York politician),Q16227292,Republican Party,Republican
William Lewis (judge),Q8014541,,Other
William Lewis Cabell,Q2579732,Democratic Party,Democrat
William Lewis Dewart,Q8014546,Democratic Party,Democrat
William Lewis Douglas,Q362725,Democratic Party,Democrat
William Lightfoot,Q8014564,Democratic Party,Democrat
William Ligon,Q61960600,Republican Party,Republican
William Lilly (congressman),Q8014565,Republican Party,Republican
William Lindsay (Kentucky politician),Q1566559,Democratic Party,Democrat
William Lindsay (Wisconsin politician),Q19974829,Republican Party,Republican
William Lindsay White,Q8014586,Republican Party,Republican
William Lindstedt,Q123375562,Democratic Party,Democrat
William Lingan Gaither,Q16066201,,Other
William Litterer,Q8014612,Democratic Party,Democrat
William Little (Pittsburgh mayor),Q8014614,,Other
William Little Brown,Q114498013,,Other
William Livingston,Q878535,Federalist Party,Other
William Loch Cook,Q106073735,,Other
William Lochren,Q8014648,,Other
William Lockyer Dennis,Q25344492,Republican Party,Republican
William Loeffler,Q133567953,,Other
William Logan (politician),Q2579764,Democratic-Republican Party,Democrat
William Long (mayor),Q16066388,,Other
William Lorenzo Howard,Q16013224,Democratic Party,Democrat
